	1050	   	800	   	22	1	
	22	   	800	   	730	3	
	800	   	22	   	250	1	
	200	   	250	   	22	1	
	300	   	704	   	22	1	
	150	   	704	   	16	1	
	16	   	704	   	150	1	
	35	   	678	   	16	1	
	450	   	678	   	16	1	
	150	   	245	   	16	1	
	135	   	16	   	700	2	
	16	   	192	   	700	1	
	135	   	224	   	16	2	
	400	   	150	   	16	2	
	350	   	210	   	16	2	
	210	   	150	   	16	1	
